distribution,geography,category,code,bin_start,bin_end,weighted_pct,cum_pct,unweighted_n
WHoffice_arrival_15min,Pacific,09:45-10:00,,585.0,600.0,0.235,3.0885,1
WHoffice_arrival_15min,Pacific,10:00-10:15,,600.0,615.0,0.0,3.0885,0
WHoffice_arrival_15min,Pacific,10:15-10:30,,615.0,630.0,0.0,3.0885,0
WHoffice_arrival_15min,Pacific,10:30-10:45,,630.0,645.0,0.0,3.0885,0
WHoffice_arrival_15min,Pacific,10:45-11:00,,645.0,660.0,0.0,3.0885,0
WHoffice_arrival_15min,Pacific,11:00-11:15,,660.0,675.0,0.0,3.0885,0
WHoffice_arrival_15min,Pacific,11:15-11:30,,675.0,690.0,0.0,3.0885,0
WHoffice_arrival_15min,Pacific,11:30-11:45,,690.0,705.0,0.2385,3.327,1
WHoffice_arrival_15min,Pacific,11:45-12:00,,705.0,720.0,0.0,3.327,0
WHoffice_arrival_15min,Pacific,12:00-12:15,,720.0,735.0,0.3549,3.6819,1
WHoffice_arrival_15min,Pacific,12:15-12:30,,735.0,750.0,0.1087,3.7906,1
WHoffice_arrival_15min,Pacific,12:30-12:45,,750.0,765.0,0.0,3.7906,0
WHoffice_arrival_15min,Pacific,12:45-13:00,,765.0,780.0,0.0,3.7906,0
WHoffice_arrival_15min,Pacific,13:00-13:15,,780.0,795.0,1.7732,5.5638,1
WHoffice_arrival_15min,Pacific,13:15-13:30,,795.0,810.0,1.6618,7.2257,1
WHoffice_arrival_15min,Pacific,13:30-13:45,,810.0,825.0,2.1212,9.3469,1
WHoffice_arrival_15min,Pacific,13:45-14:00,,825.0,840.0,0.5584,9.9053,1
WHoffice_arrival_15min,Pacific,14:00-14:15,,840.0,855.0,0.0,9.9053,0
WHoffice_arrival_15min,Pacific,14:15-14:30,,855.0,870.0,3.0597,12.965,2
WHoffice_arrival_15min,Pacific,14:30-14:45,,870.0,885.0,0.0,12.965,0
WHoffice_arrival_15min,Pacific,14:45-15:00,,885.0,900.0,2.6121,15.5771,5
WHoffice_arrival_15min,Pacific,15:00-15:15,,900.0,915.0,1.5629,17.14,2
WHoffice_arrival_15min,Pacific,15:15-15:30,,915.0,930.0,0.0285,17.1685,1
WHoffice_arrival_15min,Pacific,15:30-15:45,,930.0,945.0,1.7534,18.9219,4
WHoffice_arrival_15min,Pacific,15:45-16:00,,945.0,960.0,4.9624,23.8843,6
WHoffice_arrival_15min,Pacific,16:00-16:15,,960.0,975.0,2.734,26.6184,7
WHoffice_arrival_15min,Pacific,16:15-16:30,,975.0,990.0,5.5531,32.1715,6
WHoffice_arrival_15min,Pacific,16:30-16:45,,990.0,1005.0,9.2776,41.4491,9
WHoffice_arrival_15min,Pacific,16:45-17:00,,1005.0,1020.0,2.6134,44.0625,6
WHoffice_arrival_15min,Pacific,17:00-17:15,,1020.0,1035.0,2.3498,46.4123,10
WHoffice_arrival_15min,Pacific,17:15-17:30,,1035.0,1050.0,5.2987,51.711,16
WHoffice_arrival_15min,Pacific,17:30-17:45,,1050.0,1065.0,5.8909,57.6019,10
WHoffice_arrival_15min,Pacific,17:45-18:00,,1065.0,1080.0,5.2106,62.8125,8
WHoffice_arrival_15min,Pacific,18:00-18:15,,1080.0,1095.0,6.7113,69.5238,10
WHoffice_arrival_15min,Pacific,18:15-18:30,,1095.0,1110.0,6.2724,75.7961,12
WHoffice_arrival_15min,Pacific,18:30-18:45,,1110.0,1125.0,3.6599,79.4561,10
WHoffice_arrival_15min,Pacific,18:45-19:00,,1125.0,1140.0,2.8718,82.3279,5
WHoffice_arrival_15min,Pacific,19:00-19:15,,1140.0,1155.0,0.6799,83.0078,1
WHoffice_arrival_15min,Pacific,19:15-19:30,,1155.0,1170.0,2.1042,85.112,5
WHoffice_arrival_15min,Pacific,19:30-19:45,,1170.0,1185.0,0.2091,85.3211,1
WHoffice_arrival_15min,Pacific,19:45-20:00,,1185.0,1200.0,3.4199,88.741,1
WHoffice_arrival_15min,Pacific,20:00-20:15,,1200.0,1215.0,0.5451,89.2861,1
WHoffice_arrival_15min,Pacific,20:15-20:30,,1215.0,1230.0,0.0,89.2861,0
WHoffice_arrival_15min,Pacific,20:30-20:45,,1230.0,1245.0,0.2253,89.5114,2
WHoffice_arrival_15min,Pacific,20:45-21:00,,1245.0,1260.0,0.3874,89.8988,2
WHoffice_arrival_15min,Pacific,21:00-21:15,,1260.0,1275.0,0.0,89.8988,0
WHoffice_arrival_15min,Pacific,21:15-21:30,,1275.0,1290.0,2.7487,92.6475,1
WHoffice_arrival_15min,Pacific,21:30-21:45,,1290.0,1305.0,0.4956,93.1431,1
WHoffice_arrival_15min,Pacific,21:45-22:00,,1305.0,1320.0,1.8687,95.0118,1
WHoffice_arrival_15min,Pacific,22:00-22:15,,1320.0,1335.0,1.0818,96.0936,1
WHoffice_arrival_15min,Pacific,22:15-22:30,,1335.0,1350.0,0.0,96.0936,0
WHoffice_arrival_15min,Pacific,22:30-22:45,,1350.0,1365.0,0.0,96.0936,0
WHoffice_arrival_15min,Pacific,22:45-23:00,,1365.0,1380.0,1.0704,97.164,1
WHoffice_arrival_15min,Pacific,23:00-23:15,,1380.0,1395.0,1.2699,98.4339,1
WHoffice_arrival_15min,Pacific,23:15-23:30,,1395.0,1410.0,1.5661,100.0,2
WHoffice_arrival_15min,Pacific,23:30-23:45,,1410.0,1425.0,0.0,100.0,0
WHoffice_arrival_15min,Pacific,23:45-24:00,,1425.0,1440.0,0.0,100.0,0
WHoffice_departure_60min,Pacific,00:00-01:00,,0.0,60.0,0.4451,0.4451,1
WHoffice_departure_60min,Pacific,01:00-02:00,,60.0,120.0,0.0,0.4451,0
WHoffice_departure_60min,Pacific,02:00-03:00,,120.0,180.0,0.0,0.4451,0
WHoffice_departure_60min,Pacific,03:00-04:00,,180.0,240.0,0.5434,0.9886,2
WHoffice_departure_60min,Pacific,04:00-05:00,,240.0,300.0,0.0,0.9886,0
WHoffice_departure_60min,Pacific,05:00-06:00,,300.0,360.0,0.0,0.9886,0
WHoffice_departure_60min,Pacific,06:00-07:00,,360.0,420.0,0.0,0.9886,0
WHoffice_departure_60min,Pacific,07:00-08:00,,420.0,480.0,0.2031,1.1916,1
WHoffice_departure_60min,Pacific,08:00-09:00,,480.0,540.0,1.6618,2.8535,1
WHoffice_departure_60min,Pacific,09:00-10:00,,540.0,600.0,0.235,3.0885,1
WHoffice_departure_60min,Pacific,10:00-11:00,,600.0,660.0,0.0,3.0885,0
WHoffice_departure_60min,Pacific,11:00-12:00,,660.0,720.0,0.3472,3.4357,2
WHoffice_departure_60min,Pacific,12:00-13:00,,720.0,780.0,2.1281,5.5638,2
WHoffice_departure_60min,Pacific,13:00-14:00,,780.0,840.0,4.3415,9.9053,3
WHoffice_departure_60min,Pacific,14:00-15:00,,840.0,900.0,7.0272,16.9325,9
WHoffice_departure_60min,Pacific,15:00-16:00,,900.0,960.0,14.1095,31.042,20
WHoffice_departure_60min,Pacific,16:00-17:00,,960.0,1020.0,18.1282,49.1702,31
WHoffice_departure_60min,Pacific,17:00-18:00,,1020.0,1080.0,22.9937,72.1638,48
WHoffice_departure_60min,Pacific,18:00-19:00,,1080.0,1140.0,14.473,86.6368,24
WHoffice_departure_60min,Pacific,19:00-20:00,,1140.0,1200.0,2.6493,89.2861,6
WHoffice_departure_60min,Pacific,20:00-21:00,,1200.0,1260.0,3.3614,92.6475,5
WHoffice_departure_60min,Pacific,21:00-22:00,,1260.0,1320.0,2.3643,95.0118,2
WHoffice_departure_60min,Pacific,22:00-23:00,,1320.0,1380.0,2.465,97.4769,3
WHoffice_departure_60min,Pacific,23:00-24:00,,1380.0,1440.0,2.5231,100.0,2
WHoffice_arrival_60min,Pacific,00:00-01:00,,0.0,60.0,0.4451,0.4451,1
WHoffice_arrival_60min,Pacific,01:00-02:00,,60.0,120.0,0.0,0.4451,0
WHoffice_arrival_60min,Pacific,02:00-03:00,,120.0,180.0,0.0,0.4451,0
WHoffice_arrival_60min,Pacific,03:00-04:00,,180.0,240.0,0.5434,0.9886,2
WHoffice_arrival_60min,Pacific,04:00-05:00,,240.0,300.0,0.0,0.9886,0
WHoffice_arrival_60min,Pacific,05:00-06:00,,300.0,360.0,0.0,0.9886,0
WHoffice_arrival_60min,Pacific,06:00-07:00,,360.0,420.0,0.0,0.9886,0
WHoffice_arrival_60min,Pacific,07:00-08:00,,420.0,480.0,0.2031,1.1916,1
WHoffice_arrival_60min,Pacific,08:00-09:00,,480.0,540.0,1.6618,2.8535,1
WHoffice_arrival_60min,Pacific,09:00-10:00,,540.0,600.0,0.235,3.0885,1
WHoffice_arrival_60min,Pacific,10:00-11:00,,600.0,660.0,0.0,3.0885,0
WHoffice_arrival_60min,Pacific,11:00-12:00,,660.0,720.0,0.2385,3.327,1
WHoffice_arrival_60min,Pacific,12:00-13:00,,720.0,780.0,0.4636,3.7906,2
WHoffice_arrival_60min,Pacific,13:00-14:00,,780.0,840.0,6.1147,9.9053,4
WHoffice_arrival_60min,Pacific,14:00-15:00,,840.0,900.0,5.6718,15.5771,7
WHoffice_arrival_60min,Pacific,15:00-16:00,,900.0,960.0,8.3072,23.8843,13
WHoffice_arrival_60min,Pacific,16:00-17:00,,960.0,1020.0,20.1781,44.0625,28
WHoffice_arrival_60min,Pacific,17:00-18:00,,1020.0,1080.0,18.75,62.8125,44
WHoffice_arrival_60min,Pacific,18:00-19:00,,1080.0,1140.0,19.5154,82.3279,37
WHoffice_arrival_60min,Pacific,19:00-20:00,,1140.0,1200.0,6.4131,88.741,8
WHoffice_arrival_60min,Pacific,20:00-21:00,,1200.0,1260.0,1.1578,89.8988,5
WHoffice_arrival_60min,Pacific,21:00-22:00,,1260.0,1320.0,5.113,95.0118,3
WHoffice_arrival_60min,Pacific,22:00-23:00,,1320.0,1380.0,2.1522,97.164,2
WHoffice_arrival_60min,Pacific,23:00-24:00,,1380.0,1440.0,2.836,100.0,3
WHoffice_distance_2p5mi,Pacific,0-2.5 mi,,0.0,2.5,14.4491,14.4491,24
WHoffice_distance_2p5mi,Pacific,2.5-5 mi,,2.5,5.0,18.2258,32.6749,27
WHoffice_distance_2p5mi,Pacific,5-7.5 mi,,5.0,7.5,12.8866,45.5615,29
WHoffice_distance_2p5mi,Pacific,7.5-10 mi,,7.5,10.0,8.5246,54.0861,14
WHoffice_distance_2p5mi,Pacific,10-12.5 mi,,10.0,12.5,5.4296,59.5158,13
WHoffice_distance_2p5mi,Pacific,12.5-15 mi,,12.5,15.0,4.8117,64.3274,7
WHoffice_distance_2p5mi,Pacific,15-17.5 mi,,15.0,17.5,5.7581,70.0855,9
WHoffice_distance_2p5mi,Pacific,17.5-20 mi,,17.5,20.0,11.9948,82.0803,17
WHoffice_distance_2p5mi,Pacific,20-22.5 mi,,20.0,22.5,2.1447,84.225,6
WHoffice_distance_2p5mi,Pacific,22.5-25 mi,,22.5,25.0,5.149,89.374,5
WHoffice_distance_2p5mi,Pacific,25-27.5 mi,,25.0,27.5,1.6502,91.0242,2
WHoffice_distance_2p5mi,Pacific,27.5-30 mi,,27.5,30.0,2.2707,93.295,2
WHoffice_distance_2p5mi,Pacific,30-32.5 mi,,30.0,32.5,0.0,93.295,0
WHoffice_distance_2p5mi,Pacific,32.5-35 mi,,32.5,35.0,1.0852,94.3801,2
WHoffice_distance_2p5mi,Pacific,35-37.5 mi,,35.0,37.5,0.1526,94.5328,1
WHoffice_distance_2p5mi,Pacific,37.5-40 mi,,37.5,40.0,1.4454,95.9781,2
WHoffice_distance_2p5mi,Pacific,40-42.5 mi,,40.0,42.5,0.0,95.9781,0
WHoffice_distance_2p5mi,Pacific,42.5-45 mi,,42.5,45.0,0.0,95.9781,0
WHoffice_distance_2p5mi,Pacific,45-47.5 mi,,45.0,47.5,0.0,95.9781,0
WHoffice_distance_2p5mi,Pacific,47.5-50 mi,,47.5,50.0,0.0,95.9781,0
WHoffice_distance_2p5mi,Pacific,50-52.5 mi,,50.0,52.5,0.0,95.9781,0
WHoffice_distance_2p5mi,Pacific,52.5-55 mi,,52.5,55.0,0.0,95.9781,0
WHoffice_distance_2p5mi,Pacific,55-57.5 mi,,55.0,57.5,0.7366,96.7147,1
WHoffice_distance_2p5mi,Pacific,57.5-60 mi,,57.5,60.0,0.0,96.7147,0
WHoffice_distance_2p5mi,Pacific,60-62.5 mi,,60.0,62.5,0.0,96.7147,0
WHoffice_distance_2p5mi,Pacific,62.5-65 mi,,62.5,65.0,0.0,96.7147,0
WHoffice_distance_2p5mi,Pacific,65-67.5 mi,,65.0,67.5,0.0,96.7147,0
WHoffice_distance_2p5mi,Pacific,67.5-70 mi,,67.5,70.0,2.7487,99.4635,1
WHoffice_distance_2p5mi,Pacific,70-72.5 mi,,70.0,72.5,0.0,99.4635,0
WHoffice_distance_2p5mi,Pacific,72.5-75 mi,,72.5,75.0,0.0,99.4635,0
WHoffice_distance_2p5mi,Pacific,75-77.5 mi,,75.0,77.5,0.0,99.4635,0
WHoffice_distance_2p5mi,Pacific,77.5-80 mi,,77.5,80.0,0.5365,100.0,1
WHoffice_distance_2p5mi,Pacific,80-82.5 mi,,80.0,82.5,0.0,100.0,0
WHoffice_distance_2p5mi,Pacific,82.5-85 mi,,82.5,85.0,0.0,100.0,0
WHoffice_distance_2p5mi,Pacific,85-87.5 mi,,85.0,87.5,0.0,100.0,0
WHoffice_distance_2p5mi,Pacific,87.5-90 mi,,87.5,90.0,0.0,100.0,0
WHoffice_distance_2p5mi,Pacific,90-92.5 mi,,90.0,92.5,0.0,100.0,0
WHoffice_distance_2p5mi,Pacific,92.5-95 mi,,92.5,95.0,0.0,100.0,0
WHoffice_distance_2p5mi,Pacific,95-97.5 mi,,95.0,97.5,0.0,100.0,0
WHoffice_distance_2p5mi,Pacific,97.5-100 mi,,97.5,100.0,0.0,100.0,0
WHoffice_duration_5min,Pacific,0-5 min,,0.0,5.0,0.7099,0.7099,2
WHoffice_duration_5min,Pacific,5-10 min,,5.0,10.0,2.4692,3.1791,5
WHoffice_duration_5min,Pacific,10-15 min,,10.0,15.0,13.4033,16.5824,22
WHoffice_duration_5min,Pacific,15-20 min,,15.0,20.0,18.9816,35.564,35
WHoffice_duration_5min,Pacific,20-25 min,,20.0,25.0,10.3642,45.9283,15
WHoffice_duration_5min,Pacific,25-30 min,,25.0,30.0,5.2869,51.2152,12
WHoffice_duration_5min,Pacific,30-35 min,,30.0,35.0,19.1622,70.3774,27
WHoffice_duration_5min,Pacific,35-40 min,,35.0,40.0,3.3468,73.7241,8
WHoffice_duration_5min,Pacific,40-45 min,,40.0,45.0,4.469,78.1931,12
WHoffice_duration_5min,Pacific,45-50 min,,45.0,50.0,7.972,86.1651,10
WHoffice_duration_5min,Pacific,50-55 min,,50.0,55.0,0.0,86.1651,0
WHoffice_duration_5min,Pacific,55-60 min,,55.0,60.0,0.3107,86.4758,1
WHoffice_duration_5min,Pacific,60-65 min,,60.0,65.0,3.5588,90.0346,8
WHoffice_duration_5min,Pacific,65-70 min,,65.0,70.0,0.1422,90.1768,1
WHoffice_duration_5min,Pacific,70-75 min,,70.0,75.0,2.3814,92.5583,1
WHoffice_duration_5min,Pacific,75-80 min,,75.0,80.0,6.1686,98.7269,2
WHoffice_duration_5min,Pacific,80-85 min,,80.0,85.0,0.7366,99.4635,1
WHoffice_duration_5min,Pacific,85-90 min,,85.0,90.0,0.0,99.4635,0
WHoffice_duration_5min,Pacific,90-95 min,,90.0,95.0,0.0,99.4635,0
WHoffice_duration_5min,Pacific,95-100 min,,95.0,100.0,0.0,99.4635,0
WHoffice_duration_5min,Pacific,100-105 min,,100.0,105.0,0.0,99.4635,0
WHoffice_duration_5min,Pacific,105-110 min,,105.0,110.0,0.0,99.4635,0
WHoffice_duration_5min,Pacific,110-115 min,,110.0,115.0,0.0,99.4635,0
WHoffice_duration_5min,Pacific,115-120 min,,115.0,120.0,0.0,99.4635,0
WHoffice_duration_5min,Pacific,120-125 min,,120.0,125.0,0.0,99.4635,0
WHoffice_duration_5min,Pacific,125-130 min,,125.0,130.0,0.0,99.4635,0
WHoffice_duration_5min,Pacific,130-135 min,,130.0,135.0,0.0,99.4635,0
WHoffice_duration_5min,Pacific,135-140 min,,135.0,140.0,0.0,99.4635,0
WHoffice_duration_5min,Pacific,140-145 min,,140.0,145.0,0.0,99.4635,0
WHoffice_duration_5min,Pacific,145-150 min,,145.0,150.0,0.5365,100.0,1
WHoffice_mode,Pacific,POV-Driver,1,,,87.3514,87.3514,144
WHoffice_mode,Pacific,POV-Passenger,2,,,5.8585,93.2099,7
WHoffice_mode,Pacific,Public Transit,3,,,0.5876,93.7975,2
WHoffice_mode,Pacific,Walk,5,,,4.4081,98.2056,6
WHoffice_mode,Pacific,Bike,6,,,1.7944,100.0,4
WHoffice_departure_15min,PacRailMetro,00:00-00:15,,0.0,15.0,1.0849,1.0849,1
WHoffice_departure_15min,PacRailMetro,00:15-00:30,,15.0,30.0,0.0,1.0849,0
WHoffice_departure_15min,PacRailMetro,00:30-00:45,,30.0,45.0,0.0,1.0849,0
WHoffice_departure_15min,PacRailMetro,00:45-01:00,,45.0,60.0,0.0,1.0849,0
WHoffice_departure_15min,PacRailMetro,01:00-01:15,,60.0,75.0,0.0,1.0849,0
WHoffice_departure_15min,PacRailMetro,01:15-01:30,,75.0,90.0,0.0,1.0849,0
WHoffice_departure_15min,PacRailMetro,01:30-01:45,,90.0,105.0,0.0,1.0849,0
WHoffice_departure_15min,PacRailMetro,01:45-02:00,,105.0,120.0,0.0,1.0849,0
WHoffice_departure_15min,PacRailMetro,02:00-02:15,,120.0,135.0,0.0,1.0849,0
WHoffice_departure_15min,PacRailMetro,02:15-02:30,,135.0,150.0,0.0,1.0849,0
WHoffice_departure_15min,PacRailMetro,02:30-02:45,,150.0,165.0,0.0,1.0849,0
WHoffice_departure_15min,PacRailMetro,02:45-03:00,,165.0,180.0,0.0,1.0849,0
WHoffice_departure_15min,PacRailMetro,03:00-03:15,,180.0,195.0,0.8031,1.888,1
WHoffice_departure_15min,PacRailMetro,03:15-03:30,,195.0,210.0,0.5214,2.4095,1
WHoffice_departure_15min,PacRailMetro,03:30-03:45,,210.0,225.0,0.0,2.4095,0
WHoffice_departure_15min,PacRailMetro,03:45-04:00,,225.0,240.0,0.0,2.4095,0
WHoffice_departure_15min,PacRailMetro,04:00-04:15,,240.0,255.0,0.0,2.4095,0
WHoffice_departure_15min,PacRailMetro,04:15-04:30,,255.0,270.0,0.0,2.4095,0
WHoffice_departure_15min,PacRailMetro,04:30-04:45,,270.0,285.0,0.0,2.4095,0
WHoffice_departure_15min,PacRailMetro,04:45-05:00,,285.0,300.0,0.0,2.4095,0
WHoffice_departure_15min,PacRailMetro,05:00-05:15,,300.0,315.0,0.0,2.4095,0
WHoffice_departure_15min,PacRailMetro,05:15-05:30,,315.0,330.0,0.0,2.4095,0
WHoffice_departure_15min,PacRailMetro,05:30-05:45,,330.0,345.0,0.0,2.4095,0
WHoffice_departure_15min,PacRailMetro,05:45-06:00,,345.0,360.0,0.0,2.4095,0
WHoffice_departure_15min,PacRailMetro,06:00-06:15,,360.0,375.0,0.0,2.4095,0
WHoffice_departure_15min,PacRailMetro,06:15-06:30,,375.0,390.0,0.0,2.4095,0
WHoffice_departure_15min,PacRailMetro,06:30-06:45,,390.0,405.0,0.0,2.4095,0
WHoffice_departure_15min,PacRailMetro,06:45-07:00,,405.0,420.0,0.0,2.4095,0
WHoffice_departure_15min,PacRailMetro,07:00-07:15,,420.0,435.0,0.0,2.4095,0
WHoffice_departure_15min,PacRailMetro,07:15-07:30,,435.0,450.0,0.495,2.9045,1
WHoffice_departure_15min,PacRailMetro,07:30-07:45,,450.0,465.0,0.0,2.9045,0
WHoffice_departure_15min,PacRailMetro,07:45-08:00,,465.0,480.0,0.0,2.9045,0
WHoffice_departure_15min,PacRailMetro,08:00-08:15,,480.0,495.0,0.0,2.9045,0
WHoffice_departure_15min,PacRailMetro,08:15-08:30,,495.0,510.0,0.0,2.9045,0
WHoffice_departure_15min,PacRailMetro,08:30-08:45,,510.0,525.0,4.0506,6.955,1
WHoffice_departure_15min,PacRailMetro,08:45-09:00,,525.0,540.0,0.0,6.955,0
WHoffice_departure_15min,PacRailMetro,09:00-09:15,,540.0,555.0,0.0,6.955,0
WHoffice_departure_15min,PacRailMetro,09:15-09:30,,555.0,570.0,0.0,6.955,0
WHoffice_departure_15min,PacRailMetro,09:30-09:45,,570.0,585.0,0.5728,7.5279,1
WHoffice_departure_15min,PacRailMetro,09:45-10:00,,585.0,600.0,0.0,7.5279,0
WHoffice_departure_15min,PacRailMetro,10:00-10:15,,600.0,615.0,0.0,7.5279,0
WHoffice_departure_15min,PacRailMetro,10:15-10:30,,615.0,630.0,0.0,7.5279,0
WHoffice_departure_15min,PacRailMetro,10:30-10:45,,630.0,645.0,0.0,7.5279,0
WHoffice_departure_15min,PacRailMetro,10:45-11:00,,645.0,660.0,0.0,7.5279,0
WHoffice_departure_15min,PacRailMetro,11:00-11:15,,660.0,675.0,0.0,7.5279,0
WHoffice_departure_15min,PacRailMetro,11:15-11:30,,675.0,690.0,0.0,7.5279,0
WHoffice_departure_15min,PacRailMetro,11:30-11:45,,690.0,705.0,0.0,7.5279,0
WHoffice_departure_15min,PacRailMetro,11:45-12:00,,705.0,720.0,0.0,7.5279,0
WHoffice_departure_15min,PacRailMetro,12:00-12:15,,720.0,735.0,0.0,7.5279,0
WHoffice_departure_15min,PacRailMetro,12:15-12:30,,735.0,750.0,0.0,7.5279,0
WHoffice_departure_15min,PacRailMetro,12:30-12:45,,750.0,765.0,0.0,7.5279,0
WHoffice_departure_15min,PacRailMetro,12:45-13:00,,765.0,780.0,0.0,7.5279,0
WHoffice_departure_15min,PacRailMetro,13:00-13:15,,780.0,795.0,9.2208,16.7486,2
WHoffice_departure_15min,PacRailMetro,13:15-13:30,,795.0,810.0,0.0,16.7486,0
WHoffice_departure_15min,PacRailMetro,13:30-13:45,,810.0,825.0,1.3611,18.1098,1
WHoffice_departure_15min,PacRailMetro,13:45-14:00,,825.0,840.0,0.0,18.1098,0
WHoffice_departure_15min,PacRailMetro,14:00-14:15,,840.0,855.0,0.8398,18.9496,1
WHoffice_departure_15min,PacRailMetro,14:15-14:30,,855.0,870.0,0.0,18.9496,0
WHoffice_departure_15min,PacRailMetro,14:30-14:45,,870.0,885.0,5.7327,24.6823,4
WHoffice_departure_15min,PacRailMetro,14:45-15:00,,885.0,900.0,0.0,24.6823,0
WHoffice_departure_15min,PacRailMetro,15:00-15:15,,900.0,915.0,0.8504,25.5327,1
WHoffice_departure_15min,PacRailMetro,15:15-15:30,,915.0,930.0,5.2725,30.8051,1
WHoffice_departure_15min,PacRailMetro,15:30-15:45,,930.0,945.0,4.7109,35.516,5
WHoffice_departure_15min,PacRailMetro,15:45-16:00,,945.0,960.0,0.0,35.516,0
WHoffice_departure_15min,PacRailMetro,16:00-16:15,,960.0,975.0,12.9169,48.4329,10
WHoffice_departure_15min,PacRailMetro,16:15-16:30,,975.0,990.0,0.6825,49.1154,2
WHoffice_departure_15min,PacRailMetro,16:30-16:45,,990.0,1005.0,0.5911,49.7065,1
WHoffice_departure_15min,PacRailMetro,16:45-17:00,,1005.0,1020.0,0.9619,50.6684,1
WHoffice_departure_15min,PacRailMetro,17:00-17:15,,1020.0,1035.0,4.4655,55.1339,5
WHoffice_departure_15min,PacRailMetro,17:15-17:30,,1035.0,1050.0,0.9291,56.063,1
WHoffice_departure_15min,PacRailMetro,17:30-17:45,,1050.0,1065.0,15.3673,71.4302,7
WHoffice_departure_15min,PacRailMetro,17:45-18:00,,1065.0,1080.0,0.0,71.4302,0
WHoffice_departure_15min,PacRailMetro,18:00-18:15,,1080.0,1095.0,6.1632,77.5934,6
WHoffice_departure_15min,PacRailMetro,18:15-18:30,,1095.0,1110.0,0.0,77.5934,0
WHoffice_departure_15min,PacRailMetro,18:30-18:45,,1110.0,1125.0,12.2605,89.8539,5
WHoffice_departure_15min,PacRailMetro,18:45-19:00,,1125.0,1140.0,0.0,89.8539,0
WHoffice_departure_15min,PacRailMetro,19:00-19:15,,1140.0,1155.0,0.0,89.8539,0
WHoffice_departure_15min,PacRailMetro,19:15-19:30,,1155.0,1170.0,0.0,89.8539,0
WHoffice_departure_15min,PacRailMetro,19:30-19:45,,1170.0,1185.0,0.0,89.8539,0
WHoffice_departure_15min,PacRailMetro,19:45-20:00,,1185.0,1200.0,0.0,89.8539,0
WHoffice_departure_15min,PacRailMetro,20:00-20:15,,1200.0,1215.0,0.0,89.8539,0
WHoffice_departure_15min,PacRailMetro,20:15-20:30,,1215.0,1230.0,0.0,89.8539,0
WHoffice_departure_15min,PacRailMetro,20:30-20:45,,1230.0,1245.0,0.6377,90.4916,1
WHoffice_departure_15min,PacRailMetro,20:45-21:00,,1245.0,1260.0,0.0,90.4916,0
WHoffice_departure_15min,PacRailMetro,21:00-21:15,,1260.0,1275.0,1.208,91.6996,1
WHoffice_departure_15min,PacRailMetro,21:15-21:30,,1275.0,1290.0,0.0,91.6996,0
WHoffice_departure_15min,PacRailMetro,21:30-21:45,,1290.0,1305.0,0.0,91.6996,0
WHoffice_departure_15min,PacRailMetro,21:45-22:00,,1305.0,1320.0,0.0,91.6996,0
WHoffice_departure_15min,PacRailMetro,22:00-22:15,,1320.0,1335.0,2.6367,94.3363,1
WHoffice_departure_15min,PacRailMetro,22:15-22:30,,1335.0,1350.0,0.0,94.3363,0
WHoffice_departure_15min,PacRailMetro,22:30-22:45,,1350.0,1365.0,2.609,96.9453,1
WHoffice_departure_15min,PacRailMetro,22:45-23:00,,1365.0,1380.0,0.0,96.9453,0
WHoffice_departure_15min,PacRailMetro,23:00-23:15,,1380.0,1395.0,3.0547,100.0,1
WHoffice_departure_15min,PacRailMetro,23:15-23:30,,1395.0,1410.0,0.0,100.0,0
WHoffice_departure_15min,PacRailMetro,23:30-23:45,,1410.0,1425.0,0.0,100.0,0
WHoffice_departure_15min,PacRailMetro,23:45-24:00,,1425.0,1440.0,0.0,100.0,0
WHoffice_arrival_15min,PacRailMetro,00:00-00:15,,0.0,15.0,0.0,0.0,0
WHoffice_arrival_15min,PacRailMetro,00:15-00:30,,15.0,30.0,1.0849,1.0849,1
WHoffice_arrival_15min,PacRailMetro,00:30-00:45,,30.0,45.0,0.0,1.0849,0
WHoffice_arrival_15min,PacRailMetro,00:45-01:00,,45.0,60.0,0.0,1.0849,0
WHoffice_arrival_15min,PacRailMetro,01:00-01:15,,60.0,75.0,0.0,1.0849,0
WHoffice_arrival_15min,PacRailMetro,01:15-01:30,,75.0,90.0,0.0,1.0849,0
WHoffice_arrival_15min,PacRailMetro,01:30-01:45,,90.0,105.0,0.0,1.0849,0
WHoffice_arrival_15min,PacRailMetro,01:45-02:00,,105.0,120.0,0.0,1.0849,0
WHoffice_arrival_15min,PacRailMetro,02:00-02:15,,120.0,135.0,0.0,1.0849,0
WHoffice_arrival_15min,PacRailMetro,02:15-02:30,,135.0,150.0,0.0,1.0849,0
WHoffice_arrival_15min,PacRailMetro,02:30-02:45,,150.0,165.0,0.0,1.0849,0
WHoffice_arrival_15min,PacRailMetro,02:45-03:00,,165.0,180.0,0.0,1.0849,0
WHoffice_arrival_15min,PacRailMetro,03:00-03:15,,180.0,195.0,0.0,1.0849,0
WHoffice_arrival_15min,PacRailMetro,03:15-03:30,,195.0,210.0,0.0,1.0849,0
WHoffice_arrival_15min,PacRailMetro,03:30-03:45,,210.0,225.0,0.0,1.0849,0
WHoffice_arrival_15min,PacRailMetro,03:45-04:00,,225.0,240.0,1.3245,2.4095,2
WHoffice_arrival_15min,PacRailMetro,04:00-04:15,,240.0,255.0,0.0,2.4095,0
WHoffice_arrival_15min,PacRailMetro,04:15-04:30,,255.0,270.0,0.0,2.4095,0
